School ID,School Name,Borough,Building Code,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Start Time,End Time,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested,Average Score
18K589,Arts and Media Preparatory Academy,Brooklyn,K232,905 Winthrop Street,Brooklyn,NY,11203,40.65846,-73.92903,718-773-3908,8:50 AM,3:40 PM,279.0,1.4,82.8,12.5,1.1,370.0,383.0,374.0,64.2%,1127
17K533,School for Democracy and Leadership,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-771-4865,8:00 AM,2:50 PM,319.0,2.3,87.6,7.4,0.8,386.0,385.0,390.0,53.5%,1161
20K609,Urban Assembly School for Criminal Justice,Brooklyn,K223,4200 16th Avenue,Brooklyn,NY,11204,40.63491,-73.98152,718-438-3893,8:45 AM,3:45 PM,496.0,15.0,17.5,20.4,46.5,428.0,413.0,417.0,83.6%,1258
20K505,Franklin Delano Roosevelt High School,Brooklyn,K505,5800 20th Avenue,Brooklyn,NY,11204,40.62026,-73.98201,718-621-8800,9:30 AM,4:15 PM,3220.0,18.6,11.5,29.3,40.1,504.0,411.0,407.0,54.0%,1322
13K412,"Brooklyn Community High School of Communication, Arts, and Media",Brooklyn,K117,300 Willoughby Avenue,Brooklyn,NY,11205,40.69258,-73.95887,718-230-5748,8:30 AM,3:20 PM,404.0,0.7,78.5,17.8,1.2,358.0,386.0,380.0,51.7%,1124
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Brooklyn,K265,101 Park Avenue,Brooklyn,NY,11205,40.69634,-73.97577,718-834-6760,8:00 AM,3:15 PM,421.0,0.7,73.0,22.8,0.7,332.0,346.0,350.0,55.1%,1028
13K670,Benjamin Banneker Academy,Brooklyn,K914,71-77 Clinton Avenue,Brooklyn,NY,11205,40.69566,-73.96929,718-797-3702,8:00 AM,3:00 PM,916.0,0.5,86.4,8.6,3.4,479.0,484.0,472.0,85.5%,1435
14K071,Juan Morel Campos Secondary School,Brooklyn,K071,215 Heyward Street,Brooklyn,NY,11206,40.70358,-73.95324,718-302-7900,8:00 AM,2:15 PM,692.0,2.5,13.6,82.7,0.3,366.0,356.0,353.0,56.3%,1075
14K449,Brooklyn Latin School,Brooklyn,K049,223 Graham Avenue,Brooklyn,NY,11206,40.7099,-73.94366,718-366-0154,8:00 AM,2:30 PM,676.0,13.5,19.4,14.5,36.1,625.0,588.0,591.0,97.5%,1804
14K454,Green School: An Academy for Environmental Careers,Brooklyn,K049,223 Graham Avenue,Brooklyn,NY,11206,40.7099,-73.94366,718-599-1207,8:00 AM,3:30 PM,276.0,1.4,38.0,59.1,0.7,384.0,398.0,399.0,41.1%,1181
14K586,Lyons Community School,Brooklyn,K049,223 Graham Avenue,Brooklyn,NY,11206,40.7099,-73.94366,718-782-0918,8:40 AM,3:30 PM,520.0,2.4,39.8,55.8,1.8,374.0,376.0,357.0,56.3%,1107
19K510,World Academy for Total Community Health High School,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0650,8:05 AM,2:20 PM,284.0,1.4,75.7,19.0,2.5,380.0,389.0,384.0,40.9%,1153
19K502,FDNY High School for Fire and Life Safety,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0389,8:00 AM,3:00 PM,324.0,1.9,71.6,24.4,1.2,365.0,369.0,357.0,47.7%,1091
19K660,W. H. Maxwell Career and Technical Education High School,Brooklyn,K660,145 Pennsylvania Avenue,Brooklyn,NY,11207,40.67422,-73.89645,718-345-9100,8:00 AM,3:07 PM,506.0,0.6,69.6,28.1,1.0,326.0,333.0,350.0,38.5%,1009
19K504,High School for Civil Rights,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-6289,8:00 AM,3:15 PM,319.0,1.9,74.0,22.9,0.3,391.0,373.0,376.0,26.4%,1140
19K507,Performing Arts and Technology High School,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0762,8:05 AM,3:00 PM,406.0,0.5,80.8,18.2,0.2,375.0,393.0,394.0,39.8%,1162
19K409,East New York Family Academy,Brooklyn,K819,2057 Linden Boulevard,Brooklyn,NY,11207,40.66064,-73.88634,718-927-0012,8:00 AM,3:00 PM,479.0,0.4,67.6,29.5,2.2,464.0,451.0,421.0,66.7%,1336
19K639,Brooklyn Lab School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-235-3592,8:22 AM,3:11 PM,334.0,0.9,35.6,56.9,5.4,383.0,376.0,370.0,46.8%,1129
19K583,Multicultural High School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-827-2796,8:15 AM,3:15 PM,229.0,0.4,0.0,99.6,0.0,319.0,323.0,284.0,28.6%,926
19K683,"School for Classics: An Academy of Thinkers, Writers, and Performers",Brooklyn,K218,370 Fountain Avenue,Brooklyn,NY,11208,40.67068,-73.87422,718-277-1069,8:00 AM,3:00 PM,308.0,4.2,60.7,26.0,7.8,387.0,391.0,383.0,52.8%,1161
19K615,Transit Tech Career and Technical Education High School,Brooklyn,K615,1 Wells Street,Brooklyn,NY,11208,40.67823,-73.87597,718-647-5204,8:30 AM,2:45 PM,1093.0,1.3,63.6,27.2,6.1,387.0,387.0,384.0,37.2%,1158
19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-647-1672,8:10 AM,3:00 PM,330.0,3.3,19.7,71.2,4.5,365.0,370.0,362.0,53.8%,1097
19K404,Academy for Young Writers,Brooklyn,K422,1065 Elton Street,Brooklyn,NY,11208,40.65752,-73.87478,718-688-7230,9:05 AM,3:30 PM,547.0,1.2,73.1,21.9,1.5,382.0,413.0,391.0,81.2%,1186
19K618,Academy of Innovative Technology,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-827-2469,7:45 AM,2:30 PM,413.0,1.2,45.5,45.5,5.3,395.0,376.0,359.0,57.4%,1130
20K490,Fort Hamilton High School,Brooklyn,K490,8301 Shore Road,Brooklyn,NY,11209,40.62791,-74.03995,718-748-1537,9:00 AM,3:45 PM,4372.0,34.1,4.5,29.2,30.1,513.0,456.0,451.0,68.7%,1420
22K405,Midwood High School,Brooklyn,K405,2839 Bedford Avenue,Brooklyn,NY,11210,40.63334,-73.95292,718-724-8500,8:45 AM,3:30 PM,3787.0,23.3,29.8,12.5,33.7,550.0,514.0,516.0,85.7%,1580
14K474,PROGRESS High School for Professional Careers,Brooklyn,K450,850 Grand Street,Brooklyn,NY,11211,40.71196,-73.94043,718-387-0228,8:00 AM,2:45 PM,1098.0,0.8,35.1,62.6,1.0,380.0,377.0,384.0,44.9%,1141
14K478,"High School for Enterprise, Business, and Technology",Brooklyn,K450,850 Grand Street,Brooklyn,NY,11211,40.71196,-73.94043,718-387-2800,7:45 AM,3:45 PM,1001.0,2.5,36.1,56.9,4.0,463.0,446.0,425.0,54.5%,1334
14K488,Brooklyn Preparatory High School,Brooklyn,K650,257 North 6th Street,Brooklyn,NY,11211,40.71504,-73.95465,718-486-2550,8:20 AM,3:10 PM,494.0,2.0,54.7,40.3,2.4,391.0,406.0,391.0,74.5%,1188
14K685,El Puente Academy for Peace and Justice,Brooklyn,K778,250 Hooper Street,Brooklyn,NY,11211,40.70577,-73.95573,718-387-1125,9:00 AM,3:30 PM,245.0,1.2,11.8,85.3,0.0,344.0,380.0,379.0,62.5%,1103
14K477,School for Legal Studies,Brooklyn,K450,850 Grand Street,Brooklyn,NY,11211,40.71196,-73.94043,718-387-2800,8:00 AM,3:30 PM,598.0,1.3,45.8,50.0,1.0,393.0,390.0,394.0,34.8%,1177
14K561,Williamsburg Preparatory School,Brooklyn,K650,257 North 6th Street,Brooklyn,NY,11211,40.71504,-73.95465,718-302-2306,8:15 AM,3:15 PM,682.0,10.0,16.4,69.6,2.6,443.0,440.0,430.0,87.8%,1313
14K558,Williamsburg High School for Architecture and Design,Brooklyn,K650,257 North 6th Street,Brooklyn,NY,11211,40.71504,-73.95465,718-388-1260,8:15 AM,3:15 PM,595.0,4.2,31.6,60.0,2.4,415.0,424.0,407.0,60.1%,1246
23K514,Frederick Douglass Academy VII High School,Brooklyn,K175,226 Bristol Street,Brooklyn,NY,11212,40.66581,-73.9117,718-485-3789,9:07 AM,3:27 PM,319.0,0.3,88.1,11.3,0.0,400.0,407.0,394.0,65.4%,1201
23K697,Teachers Preparatory High School,Brooklyn,K175,226 Bristol Street,Brooklyn,NY,11212,40.66581,-73.9117,718-498-2605,8:20 AM,2:40 PM,390.0,0.6,83.0,15.7,0.3,394.0,399.0,412.0,56.6%,1205
17K122,Pathways in Technology Early College High School,Brooklyn,K625,150 Albany Avenue,Brooklyn,NY,11213,40.6754,-73.93888,718-221-1593,8:15 AM,4:30 PM,438.0,0.7,85.6,9.1,3.0,446.0,442.0,410.0,69.4%,1298
17K751,Academy for Health Careers,Brooklyn,K625,150 Albany Avenue,Brooklyn,NY,11213,40.6754,-73.93888,718-773-0128,8:30 AM,2:45 PM,373.0,0.8,85.5,8.8,1.6,406.0,405.0,396.0,48.1%,1207
16K455,Boys and Girls High School,Brooklyn,K455,1700 Fulton Street,Brooklyn,NY,11213,40.67943,-73.93243,718-467-1700,8:15 AM,3:15 PM,648.0,1.7,87.2,8.6,0.9,399.0,392.0,394.0,35.6%,1185
21K348,High School of Sports Management,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7650,7:45 AM,3:45 PM,290.0,5.5,72.4,16.9,3.8,367.0,374.0,361.0,56.2%,1102
21K690,Brooklyn Studio Secondary School,Brooklyn,K721,8310 21st Avenue,Brooklyn,NY,11214,40.60488,-73.99442,718-266-5032,8:00 AM,2:30 PM,901.0,53.3,5.1,25.0,16.2,458.0,434.0,434.0,67.8%,1326
21K337,International High School at Lafayette,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7860,9:15 AM,4:00 PM,358.0,25.7,8.7,24.0,41.1,424.0,343.0,337.0,84.3%,1104
21K572,Expeditionary Learning School for Community Leaders,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7700,8:25 AM,3:15 PM,271.0,23.2,17.3,42.1,15.5,420.0,396.0,396.0,75.0%,1212
20K445,New Utrecht High School,Brooklyn,K445,1601 80th Street,Brooklyn,NY,11214,40.61342,-74.00365,718-232-2500,8:00 AM,3:00 PM,3480.0,27.6,4.0,29.0,38.6,488.0,422.0,417.0,63.2%,1327
21K559,Life Academy High School for Film and Music,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7750,8:15 AM,3:00 PM,271.0,13.7,51.7,26.6,7.4,369.0,379.0,378.0,70.2%,1126
21K468,Kingsborough Early College School,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7850,8:00 AM,2:20 PM,564.0,42.5,25.7,24.3,6.6,474.0,462.0,449.0,65.8%,1385
15K463,Secondary School for Journalism,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4201,8:25 AM,3:12 PM,285.0,6.3,46.7,37.5,7.4,408.0,435.0,415.0,58.8%,1258
15K684,Millennium Brooklyn High School,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4333,8:00 AM,2:30 PM,566.0,31.1,26.0,27.2,9.5,553.0,551.0,539.0,79.6%,1643
15K464,Park Slope Collegiate,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4300,8:15 AM,3:15 PM,423.0,3.6,46.4,36.5,7.9,405.0,377.0,395.0,59.6%,1177
15K462,Secondary School for Law,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4250,8:25 AM,3:12 PM,351.0,3.4,66.4,25.9,2.0,420.0,424.0,414.0,74.7%,1258
13K595,Bedford Academy High School,Brooklyn,K994,1119 Bedford Avenue,Brooklyn,NY,11216,40.68538,-73.95427,718-398-3061,8:00 AM,4:15 PM,364.0,0.8,84.6,7.7,3.0,505.0,464.0,456.0,96.2%,1425
15K656,Brooklyn High School of the Arts,Brooklyn,K655,345 Dean Street,Brooklyn,NY,11217,40.68365,-73.98047,718-855-2412,8:15 AM,3:00 PM,870.0,2.0,70.3,22.5,1.7,439.0,441.0,436.0,80.6%,1316
13K430,Brooklyn Technical High School,Brooklyn,K430,29 Ft Greene Place,Brooklyn,NY,11217,40.68811,-73.97675,718-804-6400,8:45 AM,3:15 PM,5447.0,20.5,7.7,7.6,60.5,682.0,608.0,606.0,95.5%,1896
22K555,Brooklyn College Academy,Brooklyn,K917,350 Coney Island Avenue,Brooklyn,NY,11218,40.6492,-73.97169,718-853-6184,8:00 AM,3:00 PM,605.0,4.6,72.2,9.1,7.9,502.0,495.0,493.0,98.1%,1490
20K485,High School of Telecommunication Arts and Technology,Brooklyn,K485,350 67th Street,Brooklyn,NY,11220,40.63725,-74.02382,718-759-3400,8:00 AM,3:00 PM,1329.0,16.3,7.7,56.7,18.0,475.0,440.0,445.0,81.6%,1360
32K545,EBC High School for Public Service in Bushwick,Brooklyn,K913,1155 Dekalb Avenue,Brooklyn,NY,11221,40.69448,-73.92915,718-452-3440,8:00 AM,3:45 PM,514.0,0.2,8.0,90.7,0.4,389.0,374.0,378.0,50.0%,1141
16K498,Brooklyn High School for Law and Technology,Brooklyn,K987,1396 Broadway,Brooklyn,NY,11221,40.68893,-73.92108,718-919-1256,8:00 AM,3:00 PM,596.0,1.2,71.1,23.8,2.5,395.0,401.0,383.0,62.7%,1179
16K688,Brooklyn Academy of Global Finance,Brooklyn,K057,125 Stuyvesant Avenue,Brooklyn,NY,11221,40.69154,-73.93373,718-574-3126,8:15 AM,3:12 PM,152.0,2.0,71.7,20.4,5.9,395.0,382.0,391.0,45.9%,1168
32K556,Bushwick Leaders High School for Academic Excellence,Brooklyn,K865,797 Bushwick Avenue,Brooklyn,NY,11221,40.695,-73.92799,718-919-4212,8:15 AM,4:45 PM,317.0,0.3,16.7,81.4,0.9,393.0,368.0,382.0,46.8%,1143
14K610,Automotive High School,Brooklyn,K610,50 Bedford Avenue,Brooklyn,NY,11222,40.72264,-73.95258,718-218-9301,8:45 AM,3:50 PM,383.0,2.9,55.9,38.1,1.6,367.0,381.0,328.0,31.6%,1076
14K632,Frances Perkins Academy,Brooklyn,K610,50 Bedford Avenue,Brooklyn,NY,11222,40.72264,-73.95258,718-388-7721,8:00 AM,3:00 PM,142.0,2.1,62.7,32.4,0.7,399.0,413.0,400.0,46.3%,1212
21K540,John Dewey High School,Brooklyn,K540,50 Avenue X,Brooklyn,NY,11223,40.58924,-73.98175,718-373-6400,8:13 AM,3:05 PM,2006.0,13.7,28.6,20.7,35.8,512.0,418.0,396.0,62.7%,1326
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,K303,521 West Avenue,Brooklyn,NY,11224,40.58212,-73.97289,718-265-0329,8:00 AM,3:15 PM,560.0,43.6,22.5,22.3,10.2,436.0,430.0,421.0,68.4%,1287
17K548,Brooklyn School for Music and Theatre,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6250,8:10 AM,3:00 PM,386.0,0.8,82.6,15.8,0.8,382.0,393.0,377.0,72.2%,1152
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6363,8:30 AM,4:15 PM,453.0,1.3,80.1,12.6,5.3,419.0,411.0,416.0,58.5%,1246
17K590,Medgar Evers College Preparatory School,Brooklyn,K590,1186 Carroll Street,Brooklyn,NY,11225,40.66716,-73.95086,718-703-5400,7:15 AM,3:15 PM,1271.0,0.6,90.9,3.3,2.9,525.0,500.0,481.0,89.0%,1506
17K600,Clara Barton High School,Brooklyn,K600,901 Classon Avenue,Brooklyn,NY,11225,40.67027,-73.96165,718-636-4900,8:15 AM,3:30 PM,1499.0,0.9,89.5,5.7,1.8,408.0,424.0,407.0,55.0%,1239
17K524,International High School at Prospect Heights,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6333,8:30 AM,3:15 PM,414.0,13.3,29.0,38.9,18.4,344.0,302.0,300.0,81.7%,946
17K528,High School for Global Citizenship,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6300,8:00 AM,3:00 PM,246.0,2.8,82.1,13.0,1.6,377.0,386.0,375.0,61.9%,1138
17K543,"Science, Technology, and Research Early College High School at Erasmus",Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2540,8:00 AM,2:45 PM,516.0,0.9,87.1,6.4,4.0,496.0,491.0,484.0,91.5%,1471
17K382,Academy for College Preparation and Career Exploration (College Board),Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2566,8:00 AM,3:30 PM,505.0,0.8,84.6,12.3,1.7,386.0,397.0,393.0,57.3%,1176
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2470,8:00 AM,3:00 PM,384.0,2.1,85.4,8.9,2.3,360.0,382.0,359.0,63.2%,1101
17K539,High School for Service and Learning at Erasmus,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2551,8:00 AM,3:40 PM,445.0,2.0,82.5,10.6,2.7,377.0,382.0,356.0,45.5%,1115
17K408,Academy of Hospitality and Tourism,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2580,8:00 AM,2:45 PM,285.0,1.1,84.6,10.2,3.5,374.0,385.0,375.0,62.0%,1134
22K425,James Madison High School,Brooklyn,K425,3787 Bedford Avenue,Brooklyn,NY,11229,40.60976,-73.94845,718-758-7200,8:10 AM,2:48 PM,3088.0,44.3,17.4,16.7,21.2,492.0,450.0,444.0,69.0%,1386
21K525,Edward R. Murrow High School,Brooklyn,K525,1600 Avenue L,Brooklyn,NY,11230,40.6205,-73.95923,718-258-9283,8:05 AM,2:45 PM,3968.0,26.7,22.6,21.7,26.6,500.0,479.0,472.0,75.2%,1451
15K448,Brooklyn Secondary School for Collaborative Studies,Brooklyn,K142,610 Henry Street,Brooklyn,NY,11231,40.67986,-74.00148,718-923-4700,8:30 AM,2:50 PM,685.0,9.3,38.5,45.3,5.8,401.0,411.0,404.0,84.1%,1216
15K667,Sunset Park High School,Brooklyn,K564,153 35th Street,Brooklyn,NY,11232,40.65595,-74.0055,718-840-1900,8:45 AM,3:30 PM,1333.0,6.8,8.5,77.3,7.3,398.0,380.0,381.0,61.6%,1159
23K493,Brooklyn Collegiate (College Board),Brooklyn,K055,2021 Bergen Street,Brooklyn,NY,11233,40.67414,-73.91349,718-922-1145,8:30 AM,2:45 PM,353.0,0.3,87.5,9.6,1.4,394.0,395.0,399.0,64.4%,1188
16K594,Gotham Professional Arts Academy,Brooklyn,K040,265 Ralph Avenue,Brooklyn,NY,11233,40.68046,-73.9222,718-455-0746,8:45 AM,3:15 PM,226.0,1.3,81.9,14.6,0.9,377.0,396.0,386.0,50.7%,1159
22K535,Leon M. Goldstein High School for the Sciences,Brooklyn,K535,1830 Shore Boulevard,Brooklyn,NY,11235,40.58085,-73.93609,718-368-8500,8:15 AM,2:30 PM,1081.0,59.1,10.2,10.6,18.7,563.0,534.0,543.0,94.0%,1640
21K410,Abraham Lincoln High School,Brooklyn,K410,2800 Ocean Parkway,Brooklyn,NY,11235,40.58231,-73.96747,718-333-7400,7:28 AM,3:10 PM,2341.0,20.1,39.8,23.7,15.1,441.0,422.0,422.0,54.9%,1285
21K620,William E. Grady Career and Technical Education High School,Brooklyn,K620,25 Brighton 4th Road,Brooklyn,NY,11235,40.58255,-73.96372,718-332-5000,8:00 AM,3:30 PM,613.0,6.4,68.7,18.1,5.4,416.0,423.0,387.0,31.4%,1226
18K642,Urban Action Academy,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8720,8:10 AM,3:20 PM,309.0,4.2,79.0,12.3,2.9,362.0,396.0,393.0,44.9%,1151
18K566,Brooklyn Generation School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-4200,8:30 AM,3:20 PM,286.0,1.4,85.0,8.7,1.7,392.0,406.0,403.0,50.0%,1201
18K633,High School for Medical Professions,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8700,8:00 AM,3:00 PM,432.0,0.2,81.9,13.2,2.8,404.0,427.0,424.0,60.2%,1255
18K617,High School for Innovation in Advertising and Media,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8760,8:00 AM,3:15 PM,303.0,2.6,85.8,9.6,1.3,390.0,410.0,397.0,59.1%,1197
18K576,Victory Collegiate High School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-1530,8:30 AM,3:30 PM,331.0,1.2,88.8,6.3,0.9,386.0,408.0,402.0,72.7%,1196
18K567,Brooklyn Theatre Arts High School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-1072,8:30 AM,3:23 PM,395.0,1.8,82.0,13.2,0.5,379.0,393.0,373.0,69.1%,1145
18K637,Academy for Conservation and the Environment,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-4101,8:33 AM,3:19 PM,308.0,1.3,86.0,9.7,1.6,381.0,397.0,390.0,50.8%,1168
32K554,All City Leadership Secondary School,Brooklyn,K554,321 Palmetto Street,Brooklyn,NY,11237,40.69741,-73.91315,718-246-6500,7:45 AM,2:30 PM,358.0,1.7,14.6,77.0,6.2,467.0,446.0,448.0,85.0%,1361
32K549,Bushwick School for Social Justice,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69696,-73.91082,718-381-7100,8:15 AM,3:00 PM,405.0,2.5,20.5,76.0,0.5,365.0,357.0,357.0,50.0%,1079
32K403,Academy for Environmental Leadership,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69696,-73.91082,718-381-7100,8:00 AM,3:00 PM,340.0,1.5,19.4,77.1,1.8,365.0,366.0,348.0,71.3%,1079
32K552,Academy of Urban Planning,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69696,-73.91082,718-381-7100,8:15 AM,3:45 PM,279.0,0.7,23.3,73.8,0.7,392.0,374.0,379.0,41.9%,1145
13K499,ACORN Community High School,Brooklyn,K909,561 Grand Avenue,Brooklyn,NY,11238,40.67851,-73.96207,718-789-2258,8:15 AM,3:15 PM,504.0,1.6,83.5,12.9,1.0,379.0,395.0,385.0,61.3%,1159
25Q460,Flushing High School,Queens,Q460,35-01 Union Street,Flushing,NY,11354,40.76524,-73.82786,718-888-7500,8:51 AM,3:37 PM,2186.0,3.7,23.7,51.1,20.3,444.0,407.0,405.0,46.1%,1256
25Q281,East-West School of International Studies,Queens,Q237,46-21 Colden Street,Flushing,NY,11355,40.7493,-73.82181,718-353-0009,7:50 AM,3:00 PM,666.0,5.3,14.9,18.3,60.7,521.0,457.0,451.0,89.4%,1429
25Q263,Flushing International High School,Queens,Q189,144-80 Barclay Avenue,Flushing,NY,11355,40.76041,-73.81838,718-463-2348,8:40 AM,3:30 PM,437.0,2.5,2.5,38.4,55.6,481.0,323.0,323.0,67.7%,1127
25Q285,World Journalism Preparatory (College Board),Queens,Q025,34-65 192nd Street,Flushing,NY,11358,40.76512,-73.79006,718-461-2219,8:00 AM,3:00 PM,610.0,50.3,9.1,22.7,15.8,484.0,491.0,487.0,89.2%,1462
26Q495,Bayside High School,Queens,Q405,32-24 Corporal Kennedy Street,Bayside,NY,11361,40.77187,-73.78039,718-229-7600,8:00 AM,3:30 PM,3336.0,18.1,13.0,27.9,40.3,523.0,479.0,485.0,76.7%,1487
26Q415,Benjamin N. Cardozo High School,Queens,Q415,57-00 223rd Street,Oakland Gardens,NY,11364,40.75239,-73.75608,718-279-6500,9:00 AM,4:00 PM,3505.0,14.9,20.3,19.4,44.1,563.0,505.0,510.0,75.6%,1578
26Q430,Francis Lewis High School,Queens,Q430,58-20 Utopia Parkway,Fresh Meadows,NY,11365,40.74056,-73.79285,718-281-8200,8:30 AM,3:15 PM,4172.0,14.9,7.4,23.1,53.9,562.0,483.0,485.0,80.7%,1530
25Q252,Queens School of Inquiry,Queens,Q168,158-40 76th Road,Fresh Meadows,NY,11366,40.72452,-73.80943,718-380-6929,8:38 AM,2:57 PM,557.0,19.2,19.5,21.8,36.2,516.0,493.0,486.0,88.2%,1495
25Q670,Robert F. Kennedy Community High School,Queens,Q707,75-40 Parsons Boulevard,Fresh Meadows,NY,11366,40.7256,-73.81072,718-969-5510,8:00 AM,2:30 PM,701.0,18.3,13.0,35.5,31.2,460.0,426.0,423.0,67.3%,1309
25Q425,John Bowne High School,Queens,Q425,63-25 Main Street,Flushing,NY,11367,40.7387,-73.82479,718-263-1919,9:08 AM,3:47 PM,3667.0,4.5,18.4,46.0,29.4,467.0,422.0,425.0,62.1%,1314
25Q525,Townsend Harris High School,Queens,Q515,149-11 Melbourne Avenue,Flushing,NY,11367,40.73441,-73.82142,718-575-5580,8:20 AM,3:00 PM,1132.0,21.9,6.3,11.6,58.6,680.0,640.0,661.0,97.1%,1981
24Q550,High School for Arts and Business,Queens,Q456,105-25 Horace Harding Expressway,Corona,NY,11368,40.73742,-73.85331,718-271-8383,8:45 AM,4:00 PM,870.0,4.1,7.8,77.2,10.2,413.0,405.0,393.0,76.7%,1211
24Q293,Civic Leadership Academy,Queens,Q744,45-10 94th Street,Elmhurst,NY,11373,40.7433,-73.87057,718-271-1487,8:30 AM,3:30 PM,479.0,5.6,7.9,71.8,9.8,435.0,424.0,418.0,68.9%,1277
24Q585,Maspeth High School,Queens,Q585,54-40 74th Street,Elmhurst,NY,11373,40.72954,-73.88739,718-803-7100,8:15 AM,3:05 PM,973.0,35.8,2.0,44.6,17.5,476.0,471.0,480.0,90.0%,1427
24Q296,Pan American International High School,Queens,Q744,45-10 94th Street,Elmhurst,NY,11373,40.7433,-73.87057,718-271-3602,8:30 AM,3:15 PM,378.0,0.0,0.0,99.7,0.3,340.0,320.0,318.0,31.9%,978
24Q455,Newtown High School,Queens,Q455,48-01 90th Street,Elmhurst,NY,11373,40.74121,-73.87473,718-595-8400,8:00 AM,3:30 PM,1921.0,4.3,8.3,61.4,24.0,434.0,401.0,389.0,39.1%,1224
28Q440,Forest Hills High School,Queens,Q440,67-01 110th Street,Forest Hills,NY,11375,40.72943,-73.84563,718-268-3137,,,3840.0,30.0,9.6,33.8,24.6,517.0,485.0,483.0,72.8%,1485
28Q686,Queens Metropolitan High School,Queens,Q686,91-30 Metropolitan Avenue,Forest Hills,NY,11375,40.71044,-73.85063,718-286-3600,8:00 AM,2:50 PM,1035.0,35.7,4.2,46.9,11.0,460.0,448.0,449.0,76.4%,1357
